ADJ	NN	context	final_attribute	final_semclass	Status
windig	Strand	An dem windigen Strand , an dem er verweilt , ist dies für den Tramp ( Charlie Chaplin ) eine fast unlösbare Aufgabe .	Klima	Ort	free
windig	Tag	An sehr windigen Tagen lagert sich das Salz bis auf 91 Meter des Turmschafts ab .	Klima	Zeit	free
windig	Trick	Da erzählen Frauen ganz andere Sachen , mit welchen windigen Tricks da gearbeitet wird .	Gewissheit	Kommunikation	collocation
windig	Typ	Megaupload ist ein Unternehmen von ein paar windigen Typen , die schlecht recherchierenden Teens das Geld mit fiesen Tricks aus der Tasche ziehen .	Gewissheit	Mensch	collocation
windig	Unternehmer	Auch der windige Unternehmer Höllerer , ein übler Intrigant , heckt so manche Gemeinheit aus .	Gewissheit	Mensch	collocation
windig	Verkäufer	Im Grunde ist das doch , wie mit dem windigen Verkäufer , der monatelang durch eine Nachbarschaft läuft und jedem Bewohner erzählt , dass das Trinkwasser gefährliche Stoffe enthalte .	Gewissheit	Mensch	collocation
windig	Vermittler	Ein zweites Angebot des windigen Vermittlers lehnt sie ab , anders als das eines Mitarbeiters einer Private-Equity-Firma .	Gewissheit	Mensch	collocation
windig	Versprechen	Um kurz zusammenzufassen : Will Amerika sich daran machen , formgebend zu wirken ( und es ist hohe Zeit , von bloßen windigen Versprechen zu soliderer Leistung überzugehen ) , so muß es , um seine Zwecke zu erreichen , zunächst einmal aufhören , eine Auffassung von Charakter anzuerkennen , die aus den feudalen	Gewissheit	Kommunikation	collocation
windig	Wetter	23.000 Mann ) bezog eine Position im Raum Coulmiers , wo es am nächsten Tag bei kaltem und windigem Wetter zur Schlacht kam .	Klima	natPhaenomen	free
windig	Wintertag	An einem eiskalten , windigen Wintertag im Jahr 1959 kommt Vianne Rocher mit ihrer Tochter Anouk im verschlafenen Provinzstädtchen Lansquenet-sous-Tannes zwischen Toulouse und Bordeaux an .	Klima	Zeit	free
windig	Zeitgenosse	Morleys Partner scheint zwar ein windiger Zeitgenosse zu sein , hat aber kein Motiv .	Gewissheit	Mensch	collocation
blind	Trieb	Kulturgebieten eine gefährliche Zusammenhanglosigkeit , zeigt sich , ein unsicheres Schwanken der Grenzlinien und Wertmaßstäbe , sodass rein äußere Gesichtspunkte und oft blinde Triebe darüber zu befinden beginnen , welcher Richtung die herrschende Zeitströmung den Vorrang zuerkennt .	Beschreibung	Motiv	collocation
rund	Tritt	Das ermöglicht den so genannten  runden Tritt  , mit dem der Sportler seine Leistung gleichmäßiger erbringen und seine Gelenke schonen kann .	Art&Weise	Geschehen	collocation
knapp	Überblick	 Einen knappen Überblick über die Geschichte der hannoverschen Stadtgeschichtsschreibung gibt der Katalog zur Ausstellung  Hannover schriftlich .	Beschreibung	Gruppe	collocation
sanft	Übergang	Dessen moderate Politik des sanften Übergangs wurde in einem Referendum am 28. September 1958 bestätigt und mündete in die Teilnahme des jungen Landes an der Communauté française .	Beschreibung	Geschehen	collocation
wild	Reiter	Wilde Reiter mit flammenden Schwertern und glühenden Rüstungen treiben in der Nacht ihr Unwesen im Salzburger Raum .	Charakter	Mensch	collocation
zäh	Überlebenskampf	Zugleich erzählt der Film von einer ungewöhnlichen Biografie , gezeichnet von emanzipativer Rebellion und zähem Überlebenskampf im Dritten Reich .	Beschreibung	Geschehen	collocation
leicht	Wind	Die Lis nimmt bei leichtem Wind schnell Tempo auf und kommt bei Windstärke 4 bis 5 ins Gleiten .	Intensität	natPhaenomen	collocation
zäh	Beharren	Hannes Stein schrieb in der " Welt " , der Film handle von der " Liebe zwischen zwei Brüdern " , die einander durch " Niederlagen und Zusammenbrüche beistehen und durch eine seltsame Mischung von Brüderlichkeit und zähem Beharren zu Weltmeistern " wurden .	Intensität	Kommunikation	collocation
zäh	Beharrlichkeit	Er bewältigte dies jedoch in zäher Beharrlichkeit und vermittelte der Gemeinde auf der Basis von Bibel und Katechismus die Grundlagen reformatorischen Glaubens und Lebens .	Intensität	Attribut	collocation
zäh	Bemühen	Nach zähem Bemühen erreichte Milik , dass ihm Meißens Bischof Petrus Legge am 24. Januar 1948 die Jurisdiktion des östlich der Neiße gelegenen meißnischen Diözesangebiets übertrug .	Intensität	Geschehen	collocation
zäh	Bemühung	Seine zähen Bemühungen führten 1859 zur Anerkennung des Malteserordens durch Rom und erst 1900 zur staatlichen Anerkennung als Verein .	Intensität	Geschehen	collocation
schwarz	Adler	Der vordere Platz des Schildes ist durch einen roten Balken geteilt , oben aus dem Spalt kommend ein halber schwarzer Adler , unten ein n .	Farbe	Tier	free
zäh	Brocken	Vor allem der bullige Brown , Typus beißfester Foxterrier mit dem Gemüt eines Fleischerhundes , erweist sich als zäher Brocken , der bei seinen Ermittlungen vor Ort einfach nicht locker lässt , zumal die Polizei von Ibiza längst von der Mafia unterwandert wurde und daher ihre eigenen Untersuchungen eingestellt hat .	idiom	idiom	Idiom
knapp	Übersicht	Im Folgenden soll eine knappe Übersicht der von Wilpert geforderten Voraussetzungen für eine Gespenstergeschichte und deren Übereinstimmung mit Schmitz' Erzählung gegebenen werden .	Beschreibung	Gruppe	collocation
wild	Weib	Zudem hat sich ein kleiner Hund , der Gassi geführt werden soll , vor den  wilden Weibern  versteckt .	Charakter	Mensch	collocation
leicht	Übung	Agnes Hüfner in der Süddeutschen Zeitung gefiel das Buch , obschon es kritische Punkte aufzuweisen hätte , die einen Verriss zu einer leichten Übung gemacht hätten .	Beschreibung	Geschehen	collocation
offen	Umgang	Er erschien im Februar 2008 und wurde insbesondere durch den sehr offenen Umgang der Protagonistin mit ihrem eigenen Körper und verschiedenen Sexualpraktiken bekannt .	Beschreibung	Geschehen	collocation
zäh	Verhandlungspartner	Zahlreiche Einwohner nutzten diese Gelegenheit , so günstige Konditionen wie nur möglich für sich herauszuschlagen und erwiesen sich häufig als zähe Verhandlungspartner .	Charakter	Mensch	collocation
rau	Umgang	Typische Werte für Gebrauchspistolen liegen im Bereich von ca. 2500 bis 3500 g. Diese hohen Werte erhöhen die Sicherheit beim rauen Umgang mit der Waffe .	Art&Weise	Geschehen	collocation
zäh	Festhalten	Durch sein zähes Festhalten an dem Eigenkirchenrecht hat er die Reform der Salzburger Kirche für Jahrzehnte vielmehr verhindert und langfristig behindert .	Intensität	Geschehen	collocation
schwarz	Hund	Dort erwartet sie Sirius Black , der sich als nicht registrierter Animagus , ein Formwandler , in den schwarzen Hund verwandelt hatte .	Farbe	Tier	free
zäh	Fleiß	Caprivi war danach eine gewissenhafte Persönlichkeit , die überzeugen und überzeugt sein wollte , die durch zähen Fleiß und mühsames Studium sich aneignete , was anderen zuflog .	Intensität	Attribut	collocation
schwarz	Katze	Im Jahr 1936 wurde in der Zeller Altstadt mit einem Brunnen ein Denkmal zu Ehren der Lage und der schwarzen Katze gesetzt .	Farbe	Tier	free
sicher	Umgang	Diese Regelung soll insbesondere die Entwicklungsländer vor der unkontrollierten Einfuhr von Stoffen schützen , zu deren sicherem Umgang sie keine ausreichenden Informationen und Infrastruktur haben .	Beschreibung	Geschehen	collocation
schwarz	Panther	Wie beispielsweise auch beim Leopard ( schwarzer Panther ) treten melanotische Tiere ( Schwärzlinge ) auf .	Farbe	Tier	free
schwarz	Vogel	Die kleine Gattung umfasst nur drei Arten großschnäbeliger , langschwänziger und einheitlich schwarzer Vögel : Den Riesenani , den Riefenschnabelani und den Glattschnabelani .	Farbe	Tier	free
sanft	Umgang	Doch der Mann , der eben noch als Bescheidwisser auftrat , konnte schon kurz darauf zum Zweifler werden und zugeben , dass er sich in der Politik nicht so gut auskenne , um zu beurteilen , ob Gerhard Schröders sanfter Umgang mit autoritären Staaten wie Russland oder China richtig oder falsch sei .	Beschreibung	Relation	free
rau	Umgangsform	Zuvor hatte die Familie in einer Industriesiedlung im Stadtteil Speke gewohnt , eine Gegend , in der recht raue Umgangsformen üblich waren .	Beschreibung	Kognition	collocation
rau	Umgangston	wegen seines sehr rauen Umgangstons bei der Kündigung von Verträgen - auch bei klarer Rechtslage zugunsten der Kunden , die dieser Umgangston wiederum einschüchtern kann .	Beschreibung	Kognition	collocation
leicht	Unterfangen	Sich an neue Schreib- und Lesekonventionen zu gewöhnen ist aber dennoch kein leichtes Unterfangen , daher wurde das Kapitel über die Aussprache zu einem eigenen Kursabschnitt ausgebaut .	Beschreibung	Geschehen	collocation
alt	Stück	Es gibt jedoch einige bemerkenswerte alte Stücke , und Teile der Ausstattung der Kapelle stammen von Augustus Welby Northmore Pugin .	Alter	Tops	free
leicht	Unterhaltung	Der Begriff Varieté kam in Deutschland Ende des 19. Jahrhunderts für Bühnen der leichten Unterhaltung auf .	Beschreibung	Geschehen	collocation
blind	Unterwerfung	Die libanesische Tageszeitung Al-Hayat etwa kommentierte die Resolution folgendermaßen : " Keine Gerechtigkeit , keine Logik , kein Recht , keine Gleichheit , kein Verständnis , sondern blinde Unterwerfung unter alles Zionistische . "	Beschreibung	Kommunikation	collocation
zart	Gebilde	Die vier weiteren , sehr zarten Gebilde konnten erst durch drei Raumsonden 1979-1981 nachgewiesen werden .	Beschaffenheit	Tops	free
hart	Gegenstand	Der harte Gegenstand sollte das Zahnfleisch durch dauernden Druck durchscheuern und das unangenehme Jucken besänftigen .	Beschaffenheit	Tops	free
hell	Objekt	Dies macht Erfle-Okulare für die Beobachtung heller Objekte , z. B. von Planeten , in der beobachtenden Astronomie weniger geeignet .	Helligkeit	Tops	free
hart	Urteil	Über diese edle Haltung ist die Jungfer tief gerührt und sie stimmt ihren Vater in seinem harten Urteil um : Ein neues Ehrenprinzip soll das alte , adlige ablösen .	Beschreibung	Kognition	collocation
rund	Gebilde	Die Erreger stellen sich als etwa 2 - 10 µm große , zigarrenförmige oder runde Gebilde dar , die sowohl innerhalb von Zellen als auch frei in der Flüssigkeit des Exsudats vorkommen können .	Form	Tops	free
scharf	Gegenstand	Getrocknete Sägespäne , Wassergräben , spitze und scharfe Gegenstände wie Glasscherben , Kupfer oder Schwachstromvorrichtungen oder auch eine Barriere aus frischem Kaffeepulver ( s .	Form	Tops	free
blind	Verehrung	Zornig über die offensichtlich blinde Verehrung des Publikums für Sherlock Holmes , einer Kunstfigur , die Watson erfand , feuert er Kincaid , um in Zukunft die Anerkennung für die gelösten Fälle rechtmäßig für sich alleine beanspruchen zu können .	Beschreibung	Kognition	collocation
süß	Sache	Für meine betagte Abnehmerin in süßen Sachen müßte ich die Nüsse allerdings ganz fein hacken ... Ich bin mir nicht sicher , ob dies mit einer " verfältschten " Füllung noch klappen würde .	Geschmack	Tops	free
zart	Geschöpf	Es ist traurig , dass das gemeinste Ding , das sich Antwort nennt , diese zarten Geschöpfe so eilig und plump totschlagen kann .	Konstitution	Tops	collocation
zart	Wesen	Im Zwielicht huschen jene zarten Wesen , womit die Phantasie den Wald bevölkert , hervor und umgaukeln den Schläfer .	Konstitution	Tops	collocation
wild	Verfolgungsjagd	Es kommt zum Kampf zwischen den beiden Schiffen , bei dem in wilden Verfolgungsjagden und actionreichen Gefechten auch die Erde in Mitleidenschaft gezogen wird .	Art&Weise	Geschehen	collocation
zäh	Verhandeln	Der Gang nach Canossa endete nach zähen Verhandeln mit der Aufhebung des Banns ; Gregor behandelte Heinrich in der Folge als König .	Beschreibung	Geschehen	collocation
hart	Verhandlung	Nach harten Verhandlungen einigten sich beide Unternehmen am 19. Januar 2010 schließlich auf eine Übernahme Cadburys für 11,9 Mrd. Pfund Sterling ( 13,9 Mrd. Euro ) .	Beschreibung	Kommunikation	collocation
zäh	Verhandlung	Im Januar 882 zahlte Köln nach zähen Verhandlungen ein hohes Danegeld in Silber an die Normannen .	Beschreibung	Kommunikation	collocation
dunkel	Jahreszeit	Die Überfälle werden im Frühjahr und Herbst professionell vorbereitet und ausschließlich während der dunklen Jahreszeit kurz vor Geschäftsschluss begangen .	Helligkeit	Zeit	free
leicht	Zugang	Der Gewog liegt weitgehend im Einzugsbereich der Hauptstadt Thimphu , so dass die Bevölkerung leichten Zugang zu Schulen und medizinischen Dienstleistungen hat .	Schwierigkeit	Attribut	collocation
zäh	Überlebenswillen	Nach seiner Entlassung als Leiter des Amtes für Leibesübungen - trotz seiner Erfolge und dem Engagements - gescheitert am zähen Überlebenswillen der alten , bürgerlichen Sportvereine , war er von 1946 bis 1954 Bürgerschaftsdirektor der Bremischen Bürgerschaft .	Intensität	Kognition	collocation
zäh	Verbissenheit	Unmittelbar danach kündigte Campbell an , es mit seinem Fahrzeug erneut versuchen zu wollen , bezeichnend für seine zähe Verbissenheit , die ihn in den folgenden vier Jahren , zunehmend durchsetzt von schierer Verzweiflung , antreiben würde .	Intensität	Kognition	collocation
zäh	Verhandlungsrunde	Tatsächlich versuchte Caterina mehrfach durch oft zähe Verhandlungsrunden mit dem militarisierten französischen Adel das Ausmaß der französischen Bürgerkriege zu begrenzen .	Beschreibung	Geschehen	collocation
stürmisch	Verlauf	Ich möchte auch der Berichterstatterin nach dem zuweilen stürmischen Verlauf der Annahme ihres Berichts gratulieren , und nachdem sie heute Abend fast in einen kleinen Hinterhalt geraten wäre .	Beschreibung	Geschehen	collocation
dunkel	Nacht	Nach der Chronik derer von Zitzewitz hat ein Mitglied der Familie in stürmischen und dunklen Nächten neben dem Baum ein weitleuchtendes Feuer entfacht .	Helligkeit	Zeit	free
zäh	Verlauf	Maximilien de Robespierre kritisierte den zähen Verlauf des Verfahrens , " den Geist der Schikane und den Geschmack an Formalitäten , der sich des Tribunals bemächtigt habe . "	Beschreibung	Geschehen	collocation
frech	Vers	Einmal soll er bei einem Gesellschaftsspiel , bei dem man reihum einen Stegreifreim zu produzieren hatte , auf die frechen Verse seines Vormanns : " Reime weiter / Bärenhäuter " geantwortet haben : " Für dich hat meine Muse keine Flügel / Du Schweinigel ! "	Beschreibung	Kommunikation	collocation
dunkel	Winter	Es vermittelt einen Eindruck vom Leben des Eisbären und des Rentiers im eisigen und dunklen Winter und unter der sommerlichen Mitternachtssonne .	Helligkeit	Zeit	free
hell	Mittag	Zu seinen Schülern gehörte auch der schwäbische Erzähler Karl Götz , der in seinem Buch " Am hellen Mittag " begeistert von den Schulstunden mit Gustav Wirsching erzählt .	Helligkeit	Zeit	free
zäh	Widerstand	Im Jahr 1137 fiel das Herzogtum nach zähem Widerstand in die Hand der Normannen .	Intensität	Relation	collocation
zäh	Wille	Cassels gute Beziehungen zur Familie Bischoffsheim , sowie seine rasche Auffassungsgabe , ein zäher Wille und ein instinktsicheres Urteil in finanziellen Angelegenheiten führten ihn mit nur zweiundzwanzig Jahren in die Führungsebene des angesehenen Bankhauses .	Intensität	Kognition	collocation
zäh	Willen	Dem zähen Willen und Einfluss zweier Herren , dem Grafen Edmund Zichy und Fürst Richard Metternich , ist zu verdanken , dass es 1882 in Wien zu einer Kunstschau in dieser Größenordnung kommen konnte , und dieses war ein Markstein für die Förderung der österreichischen bildenden Künste .	Intensität	Kognition	collocation
blind	Verständnis	Eine wichtige Rolle bei der Arbeit der Musiker , denen neben großer Spiellaune und Virtuosität ein " nahezu blindes Verständnis untereinander " bescheinigt werden , spielen Improvisation und Spontaneität .	Beschreibung	Kognition	collocation
leicht	Zunahme	Ab 1890 war wieder eine leichte Zunahme zu verzeichnen ; im Jahr 1900 betrug die Einwohnerzahl 206 ' 498.	Intensität	Menge	collocation
blind	Vertrauen	Von blindem Vertrauen der Kundin in den ehrlichen Charakter der Verkäuferin zeugte folgender Satz : ' Ich hatte Ihnen 20 MARK hingelegt , stimmt das Wechselgeld ? '	Beschreibung	Gefuehl	collocation
leicht	Zuwachs	Die Einwohnerzahl betrug im Jahr 2010 5971 , was einem leichten Zuwachs gegenüber dem Jahr 2000 mit 5402 Einwohnern entspricht .	Intensität	Menge	collocation
